432518408656396288, Sun Feb 09 14:16:39 +0000 2014, None
432518763703836673, Sun Feb 09 14:18:03 +0000 2014, Kuala Lumpur
432518788765192192, Sun Feb 09 14:18:09 +0000 2014, Amsterdam
432518798013632512, Sun Feb 09 14:18:11 +0000 2014, Eastern Time (US & Canada)
432519026061750272, Sun Feb 09 14:19:06 +0000 2014, None
432519033733140482, Sun Feb 09 14:19:08 +0000 2014, Tokyo
432519065874092032, Sun Feb 09 14:19:15 +0000 2014, Kuala Lumpur
432519085826387968, Sun Feb 09 14:19:20 +0000 2014, Buenos Aires
432519101169152001, Sun Feb 09 14:19:24 +0000 2014, Beijing
432519109549752320, Sun Feb 09 14:19:26 +0000 2014, Central Time (US & Canada)
432519198598631425, Sun Feb 09 14:19:47 +0000 2014, Bangkok
432519231964717056, Sun Feb 09 14:19:55 +0000 2014, Arizona
432519256131907584, Sun Feb 09 14:20:01 +0000 2014, Jakarta
432519283365531649, Sun Feb 09 14:20:07 +0000 2014, Jakarta
432519317997903874, Sun Feb 09 14:20:15 +0000 2014, Beijing
432519376701751296, Sun Feb 09 14:20:29 +0000 2014, Kuala Lumpur
432519460042190848, Sun Feb 09 14:20:49 +0000 2014, Pacific Time (US & Canada)
432519674933170179, Sun Feb 09 14:21:40 +0000 2014, Pacific Time (US & Canada)
432519702057721857, Sun Feb 09 14:21:47 +0000 2014, None
432519712497356801, Sun Feb 09 14:21:50 +0000 2014, None
432519751948984321, Sun Feb 09 14:21:59 +0000 2014, None
432519850645147648, Sun Feb 09 14:22:22 +0000 2014, Kuala Lumpur
432520006220660737, Sun Feb 09 14:22:59 +0000 2014, Central Time (US & Canada)
432520028152279041, Sun Feb 09 14:23:05 +0000 2014, Kuala Lumpur
432520076374204416, Sun Feb 09 14:23:16 +0000 2014, Kuala Lumpur
432520084632780801, Sun Feb 09 14:23:18 +0000 2014, Tokyo
432520186952826880, Sun Feb 09 14:23:43 +0000 2014, Arizona
432520204073975808, Sun Feb 09 14:23:47 +0000 2014, None
432520210822606848, Sun Feb 09 14:23:48 +0000 2014, Pacific Time (US & Canada)
432520247564697601, Sun Feb 09 14:23:57 +0000 2014, Irkutsk
432520284759793666, Sun Feb 09 14:24:06 +0000 2014, Kuala Lumpur
432520309015470082, Sun Feb 09 14:24:12 +0000 2014, Bangkok
432520401961639936, Sun Feb 09 14:24:34 +0000 2014, Quito
432520531015782400, Sun Feb 09 14:25:05 +0000 2014, Tokyo
432520591472476160, Sun Feb 09 14:25:19 +0000 2014, Pacific Time (US & Canada)
432520656513531904, Sun Feb 09 14:25:35 +0000 2014, Kuala Lumpur
432520756493176833, Sun Feb 09 14:25:58 +0000 2014, Beijing
432520813351559168, Sun Feb 09 14:26:12 +0000 2014, Kuala Lumpur
432520814333001729, Sun Feb 09 14:26:12 +0000 2014, Kuala Lumpur
432520816140746752, Sun Feb 09 14:26:13 +0000 2014, Kuala Lumpur
432520963276562432, Sun Feb 09 14:26:48 +0000 2014, Karachi
432521025343868928, Sun Feb 09 14:27:02 +0000 2014, Kuala Lumpur
432521188100014081, Sun Feb 09 14:27:41 +0000 2014, None
432521277945806848, Sun Feb 09 14:28:03 +0000 2014, Singapore
432521289178152962, Sun Feb 09 14:28:05 +0000 2014, Alaska
432521288993619969, Sun Feb 09 14:28:05 +0000 2014, Kuala Lumpur
432521376331595776, Sun Feb 09 14:28:26 +0000 2014, Tokyo
432521398985035776, Sun Feb 09 14:28:32 +0000 2014, Beijing
432521440693211136, Sun Feb 09 14:28:41 +0000 2014, Bangkok
432521574969663488, Sun Feb 09 14:29:13 +0000 2014, Kuala Lumpur
432521615721512960, Sun Feb 09 14:29:23 +0000 2014, Kuala Lumpur
432521685330178050, Sun Feb 09 14:29:40 +0000 2014, None
432521726962839553, Sun Feb 09 14:29:50 +0000 2014, Kuala Lumpur
432521871037194240, Sun Feb 09 14:30:24 +0000 2014, None
432521910300446720, Sun Feb 09 14:30:33 +0000 2014, Beijing
432521911730700288, Sun Feb 09 14:30:34 +0000 2014, Beijing
432522115686735872, Sun Feb 09 14:31:22 +0000 2014, Pacific Time (US & Canada)
432522281399492608, Sun Feb 09 14:32:02 +0000 2014, Beijing
432522365839216640, Sun Feb 09 14:32:22 +0000 2014, Arizona
432522433342349314, Sun Feb 09 14:32:38 +0000 2014, Tokyo
432522577810964482, Sun Feb 09 14:33:13 +0000 2014, None
432522613873577984, Sun Feb 09 14:33:21 +0000 2014, None
432522683218014208, Sun Feb 09 14:33:38 +0000 2014, Bangkok
432522730785603584, Sun Feb 09 14:33:49 +0000 2014, None
432522777107496960, Sun Feb 09 14:34:00 +0000 2014, Kuala Lumpur
432522808761913344, Sun Feb 09 14:34:08 +0000 2014, Kuala Lumpur
432522915620614144, Sun Feb 09 14:34:33 +0000 2014, Irkutsk
432522924503740416, Sun Feb 09 14:34:35 +0000 2014, None
432522941725945856, Sun Feb 09 14:34:39 +0000 2014, None
432523278104944640, Sun Feb 09 14:36:00 +0000 2014, Kuala Lumpur
432523282420858880, Sun Feb 09 14:36:01 +0000 2014, Kuala Lumpur
432523337483296768, Sun Feb 09 14:36:14 +0000 2014, None
432523371129995267, Sun Feb 09 14:36:22 +0000 2014, Tokyo
432523402117517313, Sun Feb 09 14:36:29 +0000 2014, Tokyo
432523517074997248, Sun Feb 09 14:36:57 +0000 2014, None
432523587220537344, Sun Feb 09 14:37:13 +0000 2014, None
432523692870877184, Sun Feb 09 14:37:38 +0000 2014, Tokyo
432523831622631424, Sun Feb 09 14:38:12 +0000 2014, Kuala Lumpur
432524019674656768, Sun Feb 09 14:38:56 +0000 2014, Mountain Time (US & Canada)
432524119385444352, Sun Feb 09 14:39:20 +0000 2014, Bangkok
432524245663375360, Sun Feb 09 14:39:50 +0000 2014, Tokyo
432524406380711937, Sun Feb 09 14:40:29 +0000 2014, Kuala Lumpur
432524467114233856, Sun Feb 09 14:40:43 +0000 2014, None
432524588375748608, Sun Feb 09 14:41:12 +0000 2014, Tokyo
432524832463261696, Sun Feb 09 14:42:10 +0000 2014, Kuala Lumpur
432524964030210049, Sun Feb 09 14:42:42 +0000 2014, Pacific Time (US & Canada)
432525405447520256, Sun Feb 09 14:44:27 +0000 2014, Athens
432525472212475904, Sun Feb 09 14:44:43 +0000 2014, Jakarta
432525475995328512, Sun Feb 09 14:44:44 +0000 2014, Kuala Lumpur
432525657147326464, Sun Feb 09 14:45:27 +0000 2014, Alaska
432525767675621376, Sun Feb 09 14:45:53 +0000 2014, Tokyo
432525804392570881, Sun Feb 09 14:46:02 +0000 2014, Tokyo
432525836378308609, Sun Feb 09 14:46:09 +0000 2014, Kuala Lumpur
432526362453106688, Sun Feb 09 14:48:15 +0000 2014, Casablanca
432526457433108482, Sun Feb 09 14:48:38 +0000 2014, Tokyo
432526582054256640, Sun Feb 09 14:49:07 +0000 2014, None
432526604019830784, Sun Feb 09 14:49:13 +0000 2014, Kuala Lumpur
432526613243117570, Sun Feb 09 14:49:15 +0000 2014, Beijing
432526688375685121, Sun Feb 09 14:49:33 +0000 2014, Kuala Lumpur
432526696781066241, Sun Feb 09 14:49:35 +0000 2014, Perth
432526700857929728, Sun Feb 09 14:49:36 +0000 2014, Tokyo
432526958073626625, Sun Feb 09 14:50:37 +0000 2014, Kuala Lumpur
432526994849284097, Sun Feb 09 14:50:46 +0000 2014, Kuala Lumpur
432527016802254848, Sun Feb 09 14:50:51 +0000 2014, Kuala Lumpur
432527025975214081, Sun Feb 09 14:50:53 +0000 2014, Kuala Lumpur
432527161757425668, Sun Feb 09 14:51:26 +0000 2014, Bangkok
432527211568979970, Sun Feb 09 14:51:37 +0000 2014, Tokyo
432527314660753409, Sun Feb 09 14:52:02 +0000 2014, Kuala Lumpur
432527424547340288, Sun Feb 09 14:52:28 +0000 2014, None
432527526666067968, Sun Feb 09 14:52:52 +0000 2014, Kuala Lumpur
432527706597502976, Sun Feb 09 14:53:35 +0000 2014, Kuala Lumpur
432527756014792704, Sun Feb 09 14:53:47 +0000 2014, Tokyo
432527842283241472, Sun Feb 09 14:54:08 +0000 2014, Tokyo
432527983614500865, Sun Feb 09 14:54:41 +0000 2014, Kuala Lumpur
432528028933963776, Sun Feb 09 14:54:52 +0000 2014, Tokyo
432528114418470912, Sun Feb 09 14:55:13 +0000 2014, Kuala Lumpur
432528123549069312, Sun Feb 09 14:55:15 +0000 2014, Tokyo
432528215819558912, Sun Feb 09 14:55:37 +0000 2014, Kuala Lumpur
432528607584731136, Sun Feb 09 14:57:10 +0000 2014, Hawaii
432528661367906304, Sun Feb 09 14:57:23 +0000 2014, None
432528882386735104, Sun Feb 09 14:58:16 +0000 2014, Tokyo
432528981909598208, Sun Feb 09 14:58:39 +0000 2014, None
432529704063488000, Sun Feb 09 15:01:32 +0000 2014, Pacific Time (US & Canada)
432529706487791616, Sun Feb 09 15:01:32 +0000 2014, Bangkok
432529816244346880, Sun Feb 09 15:01:58 +0000 2014, None
432529972709052417, Sun Feb 09 15:02:36 +0000 2014, Atlantic Time (Canada)
432530017260544001, Sun Feb 09 15:02:46 +0000 2014, Kuala Lumpur
432530252632309761, Sun Feb 09 15:03:42 +0000 2014, Tokyo
432530285540814848, Sun Feb 09 15:03:50 +0000 2014, Bangkok
432530286346117121, Sun Feb 09 15:03:50 +0000 2014, Bangkok
432530287264669696, Sun Feb 09 15:03:51 +0000 2014, Bangkok
432530450783813632, Sun Feb 09 15:04:30 +0000 2014, None
432530512557506560, Sun Feb 09 15:04:44 +0000 2014, Kuala Lumpur
432530627821600768, Sun Feb 09 15:05:12 +0000 2014, Eastern Time (US & Canada)
432530785464107009, Sun Feb 09 15:05:49 +0000 2014, None
432530917383364608, Sun Feb 09 15:06:21 +0000 2014, Tokyo
432531034970677248, Sun Feb 09 15:06:49 +0000 2014, Pacific Time (US & Canada)
432531035054559233, Sun Feb 09 15:06:49 +0000 2014, Kuala Lumpur
432531150485983232, Sun Feb 09 15:07:16 +0000 2014, None
432531197294411776, Sun Feb 09 15:07:28 +0000 2014, Pacific Time (US & Canada)
432531220165963779, Sun Feb 09 15:07:33 +0000 2014, Kuala Lumpur
432531367432171521, Sun Feb 09 15:08:08 +0000 2014, Irkutsk
432531469299240960, Sun Feb 09 15:08:32 +0000 2014, Tokyo
432531519307911168, Sun Feb 09 15:08:44 +0000 2014, Kuala Lumpur
432531672395825152, Sun Feb 09 15:09:21 +0000 2014, Tokyo
432531954156961793, Sun Feb 09 15:10:28 +0000 2014, Kuala Lumpur
432531957185277952, Sun Feb 09 15:10:29 +0000 2014, Kuala Lumpur
432531961169842176, Sun Feb 09 15:10:30 +0000 2014, Kuala Lumpur
432531964294610944, Sun Feb 09 15:10:31 +0000 2014, Kuala Lumpur
432531966647607296, Sun Feb 09 15:10:31 +0000 2014, Kuala Lumpur
432531970640592897, Sun Feb 09 15:10:32 +0000 2014, Kuala Lumpur
432532127238721536, Sun Feb 09 15:11:09 +0000 2014, None
432532397641318400, Sun Feb 09 15:12:14 +0000 2014, Tokyo
432532470555082752, Sun Feb 09 15:12:31 +0000 2014, Eastern Time (US & Canada)
432532522379915265, Sun Feb 09 15:12:44 +0000 2014, Beijing
432532671692955648, Sun Feb 09 15:13:19 +0000 2014, International Date Line West
432532749363077120, Sun Feb 09 15:13:38 +0000 2014, Bangkok
432532854312947713, Sun Feb 09 15:14:03 +0000 2014, Kuala Lumpur
432532918301245440, Sun Feb 09 15:14:18 +0000 2014, Kuala Lumpur
432532979588407296, Sun Feb 09 15:14:33 +0000 2014, Kuala Lumpur
432533007593779200, Sun Feb 09 15:14:39 +0000 2014, Tokyo
432533109276291074, Sun Feb 09 15:15:03 +0000 2014, Kuala Lumpur
432533139567546368, Sun Feb 09 15:15:11 +0000 2014, Pacific Time (US & Canada)
432533293083287552, Sun Feb 09 15:15:47 +0000 2014, None
432533532284420096, Sun Feb 09 15:16:44 +0000 2014, Bangkok
432533634029867008, Sun Feb 09 15:17:09 +0000 2014, Beijing
432533678321709057, Sun Feb 09 15:17:19 +0000 2014, Hawaii
432533691479252992, Sun Feb 09 15:17:22 +0000 2014, Tokyo
432533748958363648, Sun Feb 09 15:17:36 +0000 2014, Eastern Time (US & Canada)
432533760068689920, Sun Feb 09 15:17:39 +0000 2014, None
432533852586651648, Sun Feb 09 15:18:01 +0000 2014, Beijing
432533869779492864, Sun Feb 09 15:18:05 +0000 2014, Eastern Time (US & Canada)
432533951010574336, Sun Feb 09 15:18:24 +0000 2014, Brasilia
432533989820088320, Sun Feb 09 15:18:33 +0000 2014, Tokyo
432534002520440833, Sun Feb 09 15:18:36 +0000 2014, Irkutsk
432534003707424768, Sun Feb 09 15:18:37 +0000 2014, Kuala Lumpur
432534011261751296, Sun Feb 09 15:18:39 +0000 2014, Quito
432534048326426624, Sun Feb 09 15:18:47 +0000 2014, Tokyo
432534281122893824, Sun Feb 09 15:19:43 +0000 2014, Tokyo
432534289800904704, Sun Feb 09 15:19:45 +0000 2014, None
432534312743747584, Sun Feb 09 15:19:50 +0000 2014, Kuala Lumpur
432534352774574080, Sun Feb 09 15:20:00 +0000 2014, None
432534380645335042, Sun Feb 09 15:20:07 +0000 2014, Kuala Lumpur
432534462606237696, Sun Feb 09 15:20:26 +0000 2014, Beijing
432534504713228288, Sun Feb 09 15:20:36 +0000 2014, Kuala Lumpur
432534643309412353, Sun Feb 09 15:21:09 +0000 2014, Bangkok
432534702767869952, Sun Feb 09 15:21:23 +0000 2014, Jakarta
432534781910192128, Sun Feb 09 15:21:42 +0000 2014, Tokyo
432534970993614848, Sun Feb 09 15:22:27 +0000 2014, London
432535106582872064, Sun Feb 09 15:23:00 +0000 2014, Tokyo
432535107618881537, Sun Feb 09 15:23:00 +0000 2014, Tokyo
432535297448878080, Sun Feb 09 15:23:45 +0000 2014, Kuala Lumpur
432535533361709057, Sun Feb 09 15:24:41 +0000 2014, Kuala Lumpur
432535554777817088, Sun Feb 09 15:24:47 +0000 2014, Singapore
432535678702739457, Sun Feb 09 15:25:16 +0000 2014, Rome
432535686801936385, Sun Feb 09 15:25:18 +0000 2014, Irkutsk
432535718754127872, Sun Feb 09 15:25:26 +0000 2014, Bangkok
432535856381837312, Sun Feb 09 15:25:58 +0000 2014, Beijing
432535890745753600, Sun Feb 09 15:26:07 +0000 2014, None
432535892327030784, Sun Feb 09 15:26:07 +0000 2014, Beijing
432535925977923585, Sun Feb 09 15:26:15 +0000 2014, Kuala Lumpur
432535938065899520, Sun Feb 09 15:26:18 +0000 2014, None
432536054940184576, Sun Feb 09 15:26:46 +0000 2014, Kuala Lumpur
432536085965463553, Sun Feb 09 15:26:53 +0000 2014, Kuala Lumpur
432536095985635328, Sun Feb 09 15:26:56 +0000 2014, Pacific Time (US & Canada)
432536169708912640, Sun Feb 09 15:27:13 +0000 2014, Kuala Lumpur
432536307324039168, Sun Feb 09 15:27:46 +0000 2014, Kuala Lumpur
432536456381210625, Sun Feb 09 15:28:22 +0000 2014, Kuala Lumpur
432536464027435008, Sun Feb 09 15:28:23 +0000 2014, Kuala Lumpur
432536904362237953, Sun Feb 09 15:30:08 +0000 2014, Paris
432536992081924098, Sun Feb 09 15:30:29 +0000 2014, Tokyo
432537024021544960, Sun Feb 09 15:30:37 +0000 2014, Kuala Lumpur
432537042719735808, Sun Feb 09 15:30:41 +0000 2014, Beijing
432537146147078146, Sun Feb 09 15:31:06 +0000 2014, Alaska
432537147434737664, Sun Feb 09 15:31:06 +0000 2014, Pacific Time (US & Canada)
432537211460780033, Sun Feb 09 15:31:22 +0000 2014, Kuala Lumpur
432537271175086081, Sun Feb 09 15:31:36 +0000 2014, None
432537307216740352, Sun Feb 09 15:31:44 +0000 2014, Tokyo
432537316289445888, Sun Feb 09 15:31:47 +0000 2014, Baku
432537339487723520, Sun Feb 09 15:31:52 +0000 2014, Beijing
432537378624778240, Sun Feb 09 15:32:01 +0000 2014, Cairo
432537429988229120, Sun Feb 09 15:32:14 +0000 2014, Irkutsk
432537452213850112, Sun Feb 09 15:32:19 +0000 2014, None
432537455594450944, Sun Feb 09 15:32:20 +0000 2014, Kuala Lumpur
432537577451565058, Sun Feb 09 15:32:49 +0000 2014, Beijing
432537607499571200, Sun Feb 09 15:32:56 +0000 2014, Beijing
432537624272584704, Sun Feb 09 15:33:00 +0000 2014, Tokyo
432537629125402624, Sun Feb 09 15:33:01 +0000 2014, Bangkok
432537884894035968, Sun Feb 09 15:34:02 +0000 2014, Bangkok
432537894385762304, Sun Feb 09 15:34:04 +0000 2014, Kuala Lumpur
432537968260435968, Sun Feb 09 15:34:22 +0000 2014, None
432538059398074368, Sun Feb 09 15:34:44 +0000 2014, Paris
432538063852412930, Sun Feb 09 15:34:45 +0000 2014, Tokyo
432538183868243968, Sun Feb 09 15:35:13 +0000 2014, Beijing
432538300067237888, Sun Feb 09 15:35:41 +0000 2014, Singapore
432538312646344705, Sun Feb 09 15:35:44 +0000 2014, Quito
432538391914098689, Sun Feb 09 15:36:03 +0000 2014, Central Time (US & Canada)
432538556922204161, Sun Feb 09 15:36:42 +0000 2014, None
432538583497703424, Sun Feb 09 15:36:49 +0000 2014, Eastern Time (US & Canada)
432538651000438784, Sun Feb 09 15:37:05 +0000 2014, Irkutsk
432538690842537984, Sun Feb 09 15:37:14 +0000 2014, Beijing
432538767761481729, Sun Feb 09 15:37:33 +0000 2014, Alaska
432538965065728000, Sun Feb 09 15:38:20 +0000 2014, Kuala Lumpur
432538969448787968, Sun Feb 09 15:38:21 +0000 2014, Beijing
432538999530332162, Sun Feb 09 15:38:28 +0000 2014, Beijing
432539061530939393, Sun Feb 09 15:38:43 +0000 2014, None
432539145575989248, Sun Feb 09 15:39:03 +0000 2014, Tokyo
432539151389315072, Sun Feb 09 15:39:04 +0000 2014, Tokyo
432539171161243648, Sun Feb 09 15:39:09 +0000 2014, Alaska
432539189058764801, Sun Feb 09 15:39:13 +0000 2014, Athens
432539202773737472, Sun Feb 09 15:39:16 +0000 2014, Kuala Lumpur
432539390510768128, Sun Feb 09 15:40:01 +0000 2014, Tokyo
432539502523867136, Sun Feb 09 15:40:28 +0000 2014, Beijing
432539526851207168, Sun Feb 09 15:40:34 +0000 2014, Kuala Lumpur
432539599575846912, Sun Feb 09 15:40:51 +0000 2014, Bangkok
432539715946831872, Sun Feb 09 15:41:19 +0000 2014, Beijing
432539722976468992, Sun Feb 09 15:41:20 +0000 2014, London
432540089097269248, Sun Feb 09 15:42:48 +0000 2014, Buenos Aires
432540303061307393, Sun Feb 09 15:43:39 +0000 2014, Kuala Lumpur
432540324423278592, Sun Feb 09 15:43:44 +0000 2014, Baghdad
432540340546191360, Sun Feb 09 15:43:48 +0000 2014, Beijing
432540341758337024, Sun Feb 09 15:43:48 +0000 2014, Beijing
432540441259421696, Sun Feb 09 15:44:12 +0000 2014, Beijing
432540502995382272, Sun Feb 09 15:44:26 +0000 2014, Pacific Time (US & Canada)
432540586915016704, Sun Feb 09 15:44:46 +0000 2014, Kuala Lumpur
432540701940002817, Sun Feb 09 15:45:14 +0000 2014, None
432540744239177728, Sun Feb 09 15:45:24 +0000 2014, Central Time (US & Canada)
432540752439422976, Sun Feb 09 15:45:26 +0000 2014, Madrid
432540781392322560, Sun Feb 09 15:45:33 +0000 2014, Bangkok
432541107688181760, Sun Feb 09 15:46:50 +0000 2014, None
432541137249644544, Sun Feb 09 15:46:58 +0000 2014, Kuala Lumpur
432541220267491329, Sun Feb 09 15:47:17 +0000 2014, Alaska
432541331823415297, Sun Feb 09 15:47:44 +0000 2014, Bangkok
432541553605615616, Sun Feb 09 15:48:37 +0000 2014, Tokyo
432541576728813569, Sun Feb 09 15:48:42 +0000 2014, Kuala Lumpur
432541587101319168, Sun Feb 09 15:48:45 +0000 2014, Tokyo
432541599323533312, Sun Feb 09 15:48:48 +0000 2014, Kuala Lumpur
432541713194700800, Sun Feb 09 15:49:15 +0000 2014, Tokyo
432541836767277056, Sun Feb 09 15:49:44 +0000 2014, None
432541856828637184, Sun Feb 09 15:49:49 +0000 2014, Pacific Time (US & Canada)
432541904790499328, Sun Feb 09 15:50:01 +0000 2014, Tokyo
432541985270812672, Sun Feb 09 15:50:20 +0000 2014, Mexico City
432541992321441792, Sun Feb 09 15:50:21 +0000 2014, Tokyo
432542023598366721, Sun Feb 09 15:50:29 +0000 2014, Beijing
432542173146267649, Sun Feb 09 15:51:04 +0000 2014, Kuala Lumpur
432542387353571329, Sun Feb 09 15:51:56 +0000 2014, Alaska
432542607416098817, Sun Feb 09 15:52:48 +0000 2014, Beijing
432542650290290688, Sun Feb 09 15:52:58 +0000 2014, Jakarta
432542910479728640, Sun Feb 09 15:54:00 +0000 2014, Irkutsk
432543062238056448, Sun Feb 09 15:54:36 +0000 2014, Tokyo
432543139572621313, Sun Feb 09 15:54:55 +0000 2014, London
432543165204021248, Sun Feb 09 15:55:01 +0000 2014, Greenland
432543173244887040, Sun Feb 09 15:55:03 +0000 2014, Alaska
432543433039679488, Sun Feb 09 15:56:05 +0000 2014, Tokyo
432543495421571072, Sun Feb 09 15:56:20 +0000 2014, Eastern Time (US & Canada)
432543580192657408, Sun Feb 09 15:56:40 +0000 2014, Kuala Lumpur
432543706730618881, Sun Feb 09 15:57:10 +0000 2014, Kuala Lumpur
432543720479535104, Sun Feb 09 15:57:13 +0000 2014, Beijing
432544058649477120, Sun Feb 09 15:58:34 +0000 2014, None
432544076139724800, Sun Feb 09 15:58:38 +0000 2014, None
432544086122168321, Sun Feb 09 15:58:41 +0000 2014, Moscow
432544130812481537, Sun Feb 09 15:58:51 +0000 2014, Tokyo
432544422245322753, Sun Feb 09 16:00:01 +0000 2014, Kuala Lumpur
432544483226308608, Sun Feb 09 16:00:15 +0000 2014, Kuala Lumpur
432544534518439936, Sun Feb 09 16:00:27 +0000 2014, None
432544537077362688, Sun Feb 09 16:00:28 +0000 2014, Jakarta
432544844234244097, Sun Feb 09 16:01:41 +0000 2014, Tokyo
432544853075841024, Sun Feb 09 16:01:43 +0000 2014, Asia/Jakarta
432545030960472064, Sun Feb 09 16:02:26 +0000 2014, Seoul
432545154876985344, Sun Feb 09 16:02:55 +0000 2014, Alaska
432545187093422080, Sun Feb 09 16:03:03 +0000 2014, Pacific Time (US & Canada)
432545829136515073, Sun Feb 09 16:05:36 +0000 2014, Alaska
432545866784595968, Sun Feb 09 16:05:45 +0000 2014, Kuala Lumpur
432545967854723072, Sun Feb 09 16:06:09 +0000 2014, Bangkok
432545981670752256, Sun Feb 09 16:06:13 +0000 2014, Tokyo
432546055473745921, Sun Feb 09 16:06:30 +0000 2014, Tokyo
432546180954734593, Sun Feb 09 16:07:00 +0000 2014, Beijing
432546190220357632, Sun Feb 09 16:07:02 +0000 2014, London
432546223942152192, Sun Feb 09 16:07:10 +0000 2014, Tokyo
432546229822980096, Sun Feb 09 16:07:12 +0000 2014, Madrid
432546619184009216, Sun Feb 09 16:08:45 +0000 2014, Pacific Time (US & Canada)
432546645704581120, Sun Feb 09 16:08:51 +0000 2014, Eastern Time (US & Canada)
432546860029333505, Sun Feb 09 16:09:42 +0000 2014, Alaska
432547092846751744, Sun Feb 09 16:10:37 +0000 2014, Bangkok
432547575535640578, Sun Feb 09 16:12:33 +0000 2014, Pacific Time (US & Canada)
432547614471368705, Sun Feb 09 16:12:42 +0000 2014, Alaska
432547916696133632, Sun Feb 09 16:13:54 +0000 2014, None
432548411082948608, Sun Feb 09 16:15:52 +0000 2014, Kuala Lumpur
432548626145873920, Sun Feb 09 16:16:43 +0000 2014, Bangkok
432548710154002432, Sun Feb 09 16:17:03 +0000 2014, None
432548712951209984, Sun Feb 09 16:17:04 +0000 2014, Bangkok
432549001502531584, Sun Feb 09 16:18:12 +0000 2014, Kuala Lumpur
432549011086508032, Sun Feb 09 16:18:15 +0000 2014, None
432549078778781696, Sun Feb 09 16:18:31 +0000 2014, Berlin
432549116963336192, Sun Feb 09 16:18:40 +0000 2014, Kuala Lumpur
432549171371839488, Sun Feb 09 16:18:53 +0000 2014, Kuala Lumpur
432549374413910016, Sun Feb 09 16:19:41 +0000 2014, Beijing
432549555721474048, Sun Feb 09 16:20:25 +0000 2014, Bangkok
432550111793528832, Sun Feb 09 16:22:37 +0000 2014, Eastern Time (US & Canada)
432550659833856000, Sun Feb 09 16:24:48 +0000 2014, Paris
432550818038824960, Sun Feb 09 16:25:26 +0000 2014, Jakarta
432551087883571201, Sun Feb 09 16:26:30 +0000 2014, Kuala Lumpur
432551188307791873, Sun Feb 09 16:26:54 +0000 2014, None
432551197354897408, Sun Feb 09 16:26:56 +0000 2014, Kuala Lumpur
432551288094457856, Sun Feb 09 16:27:18 +0000 2014, Eastern Time (US & Canada)
432551664818864129, Sun Feb 09 16:28:47 +0000 2014, London
432551778656075776, Sun Feb 09 16:29:15 +0000 2014, Kuala Lumpur
432551810184646657, Sun Feb 09 16:29:22 +0000 2014, Quito
432551842690519040, Sun Feb 09 16:29:30 +0000 2014, Bangkok
432551906087411712, Sun Feb 09 16:29:45 +0000 2014, Bangkok
432551936982646784, Sun Feb 09 16:29:52 +0000 2014, Kuala Lumpur
432552197801672704, Sun Feb 09 16:30:55 +0000 2014, Arizona
432552277564342272, Sun Feb 09 16:31:14 +0000 2014, Kuala Lumpur
432552482133135360, Sun Feb 09 16:32:02 +0000 2014, Kuala Lumpur
432552501259145218, Sun Feb 09 16:32:07 +0000 2014, Jakarta
